Track,Album Name,Artist,Release Date,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views
Closer,Closer,The Chainsmokers,2016-07-29,173,114.6,2880536961,285381,129399627,80.0,4086121880,22091228,1103074,100536756,514053404
FLOWER,ME,JISOO,2023-03-31,174,114.3,440364356,26107,15314737,70.0,525156884,10820829,3411209,550993898,6724997940
PERRO NEGRO,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,2023-10-13,175,114.2,689181455,61138,90492257,83.0,183381482,738123,213300,49332435,487440417
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,2023-10-06,176,113.2,372248119,68037,44498005,63.50158061116965,86580734,1106306,77600,20713030,128182068
Havana (feat. Young Thug),Havana,Camila Cabello,2017-08-03,177,112.8,2072182782,194332,86159672,75.0,3952909529,32333846,1314091,53911465,546650805
LUNA,FERXXOCALIPSIS,Feid,2023-12-01,178,112.6,606124553,40628,139802900,86.0,166363445,1019744,14519,5128004,29601244
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,2022-06-03,179,112.5,827950825,118965,64661540,73.0,299001099,2751490,172228,118133115,1359837461
Bones,Bones,Imagine Dragons,2022-03-11,180,112.0,1227475431,180053,70861210,78.0,584854654,6691488,341199,191133207,2255843288
Segï¿½ï¿½n Qu,Segï¿½ï¿½n Qu,Maluma,2023-08-17,182,111.8,571366508,32236,42828677,79.0,475200526,1369288,0,0,0
Selfish,Selfish,Justin Timberlake,2024-01-25,181,111.8,92932220,8847,31258778,63.50158061116965,42581931,513055,0,0,0
golden hour,golden hour,JVKE,2022-07-15,183,111.4,1126986320,200887,45885823,73.0,293553015,5388022,461623,313934124,2305840359
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,184,111.3,2074721986,255296,109442317,77.0,1665434424,15432964,858364,324510578,2649555956
Get It Sexyy,Get It Sexyy,Sexyy Red,2024-03-15,185,111.1,89362910,7377,70714216,84.0,37676729,525264,361700,71058620,476545000
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,2023-10-18,186,110.9,26674909,2673,8562091,19.0,7863539,84565,4304279,50776319,709276580
IDGAF (feat. Yeat),For All The Dogs,Drake,2023-10-06,187,110.8,406875019,85930,45178662,63.50158061116965,39850191,427973,1225,2163852,22689637
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-05-06,188,110.7,1421763497,152592,62313059,78.0,945857087,5587691,179400,14518451,225142753
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,189,110.2,1237874594,276882,51153940,67.0,2430804498,12334565,584648,77631196,964755757
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,2022-10-12,190,110.1,804925777,128247,62532855,75.0,175393116,1729347,935169,362063344,3209982240
Stargazing,Stargazing,Myles Smith,2024-05-10,191,109.8,106599323,9406,164949597,87.0,10331471,167936,0,279000,4700000
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,2022-06-17,192,109.7,971473231,239671,77479207,78.0,198796965,2003253,803500,85725313,926300276
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,193,109.5,1125681368,251023,32574699,72.0,306628096,3322075,5487112,345484397,2775640343
Memories,Memories,Maroon 5,2019-09-20,194,109.3,2011072164,222804,49920599,77.0,1290292327,11720744,2377898,155233360,1458416059
Classy 101,Classy 101,Feid,2023-03-31,195,109.1,872148396,90726,70485920,78.0,477047694,1887642,459540,102272836,1113541743
Whatever,Whatever,Kygo,2024-01-19,196,109.0,222354971,17551,159961203,83.0,45439562,522558,0,0,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2024-02-13,197,108.4,207093873,23181,114051028,87.0,19787472,254004,67400,22398663,298300000
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,2023-08-04,198,107.8,361517395,119783,95312340,80.0,37192341,491577,13334,1804060,35999853
"yes, and?","yes, and?",Ariana Grande,2024-01-12,199,107.5,416813996,22468,101875097,63.50158061116965,115105080,2893111,77900,5912130,10072539
Without Me,Without Me,Halsey,2018-10-04,200,107.4,2042792456,198888,69311277,75.0,2018089906,20528541,3897257,208270183,2216715741
meet the grahams,meet the grahams,Kendrick Lamar,2024-05-03,201,107.3,65520394,8933,15896982,63.50158061116965,36834647,1700363,0,1542400,7700000
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,2023-10-06,202,107.1,328526298,72252,68612350,63.50158061116965,61769035,1228629,859,267545,2571188
Shallow,Shallow,Lady Gaga,2018-09-27,204,106.9,2447973078,221822,90174192,78.0,2732311956,15274815,52698,11103476,168789459
Thunder,Thunder,Imagine Dragons,2017-04-27,203,106.9,2384768901,244951,88329475,79.0,2707166590,16780231,1839173,79131934,906537912
Rush,Rush,Ayra Starr,2022-09-16,205,106.4,371886608,98009,19411516,67.0,361174452,1904397,3035139,98505939,1454848289
abcdefu,abcdefu,GAYLE,2021-08-13,206,106.2,1128273165,193857,61311826,70.0,499895662,6801671,2167302,1127247971,12414681151
Buga,Buga,Kizz Daniel,2022-05-03,208,105.8,86516910,30835,3440925,57.0,266679537,1536035,10289181,119876546,1872751535
Bad Habit,Bad Habit,Steve Lacy,2022-06-29,207,105.8,1087938471,220515,63054597,73.0,147472695,2050299,902163,360938850,2783442788
MONEY,LALISA,LISA,2021-09-10,210,105.5,1189335848,103236,33637835,73.0,1323718887,20328622,3707867,1292738947,12516703531
Columbia,Columbia,Quevedo,2023-07-07,209,105.5,721002940,84161,56226278,79.0,266411536,1343262,372100,71411756,752868970
LADY GAGA,LADY GAGA,Peso Pluma,2023-06-22,212,105.2,684204777,48370,25130304,78.0,362779953,1617493,777100,112400175,1207597707
Woman,Planet Her,Doja Cat,2021-06-25,211,105.2,1606950381,217443,95985096,78.0,641326002,7454749,2148350,795146493,5944657895
CUFF IT,RENAISSANCE,Beyoncï¿,2022-07-29,213,104.9,795960535,100204,68659216,73.0,176996169,1606296,2762888,945005125,11215597325
KING KONG,KING KONG,TREASURE,2024-05-28,214,104.5,8078265,207,12311489,68.0,44927750,931230,0,0,0
How You Like That,How You Like That,BLACKPINK,2020-06-25,215,104.5,1033109188,82170,21177170,68.0,1584676582,29210301,10007464,628046798,7988463856
Milf Song,Milf Song,The Puddleducks,2022-08-19,216,104.5,1165982,1176,23110,28.0,1704936540,3631067,1865,1476436,7758599
Nasty,Nasty,Tinashe,2024-04-12,217,104.4,31612906,3887,106475497,76.0,6277949,171470,535464,171691158,1051026401
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,2022-12-02,218,104.4,706356280,166277,62975073,77.0,172653099,1750863,32432,14181961,108461504
Panda,Panda,Desiigner,2016-02-26,219,104.2,1181348550,170002,34000497,62.0,2277330940,22334292,3823774,33020704,283835852
Push Ups,Push Ups,Drake,2024-04-19,220,103.9,107762230,14601,74447627,63.50158061116965,14792036,301396,0,0,0
Tattoo,Tattoo,Loreen,2023-02-25,221,103.9,518846340,83033,48268736,77.0,348331280,3205077,236349,68936229,718955243
Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,222,103.4,1823871908,262313,116916147,76.0,307855103,2540592,2074944,1053759171,8035914098
What It Is (Block Boy) (with Kodak Black),What It Is (Versions),Doechii,2023-03-17,223,103.3,102772879,29487,4775168,61.0,65934972,760669,3308739,92626234,847338969
Gata Only,Gata Only - Single,FloyyMenor,2023-12-21,224,103.1,4674619,1841,61398,63.50158061116965,108313521,990782,2200000,35324159,391444977
Illusion,Illusion,Dua Lipa,2024-04-11,225,103.1,108501771,7430,117576704,12.0,3947610,60459,3584,4057,38200
drivers license,drivers license,Olivia Rodrigo,2021-01-08,226,102.9,2184754018,250778,70173770,79.0,984811734,18682671,1365848,617386471,3781894216
Used To Be Young,Endless Summer Vacation,Miley Cyrus,2023-08-18,227,102.4,205468104,30639,39407660,69.0,61624959,1364492,67350,33519594,503074793
Cupid - Twin Ver.,The Beginning: Cupid - Single,FIFTY FIFTY,2023-02-24,229,102.3,861388470,103040,37365896,48.0,15219067,176594,2107181,407118298,4388576830
How Sweet,How Sweet,NewJeans,2024-05-24,228,102.3,33595707,1940,36883184,79.0,40327759,965652,0,0,0
Players,Players,Coi Leray,2022-11-30,230,101.8,465588517,91658,60607887,67.0,109781672,1706148,1456347,477814190,4784803362
rockstar (feat. 21 Savage),rockstar,Post Malone,2017-09-15,231,101.8,2960046642,352745,82442565,77.0,2391850868,23334015,196242,40652322,456931528
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,2023-03-11,232,101.5,11648,6,2392,63.50158061116965,1175875850,1505556,0,0,0
Con Calma,Con Calma,Daddy Yankee,2019-01-24,236,101.4,1353028938,160122,52701166,73.0,3207187334,16913257,1190870,26028684,319615777
Here With Me,Here With Me,d4vd,2022-07-20,234,101.4,1042311849,154178,58833842,80.0,256736243,2649848,2321933,467461517,3656967030
Favorite Song,Favorite Song,Toosii,2023-02-17,235,101.4,186579651,45668,6252506,62.0,231699320,1670867,249537,11127302,117325107
Si No Quieres No,Si No Quieres No - Single,Luis R Conriquez,2024-03-09,233,101.4,158131138,5423,71590238,85.0,135893150,889014,142300,14500,147200
Mele Kalikimaka,"Essential Classics, Vol. 166: Bing Crosby",Bing Crosby,2024-06-05,237,101.3,186123398,52,50069,63.50158061116965,0,0,0,0,0
MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-26,238,100.8,1902241314,316054,50751390,70.0,274582854,3603644,2297386,864049980,7655286423
Voz Emplumada del Monte,Voz Emplumada - EP,Biomigrant,2023-03-03,239,100.3,42761,80,1636,16.0,1138846819,2113492,0,0,0
Is It Over Now? (Taylor's Version) (From The Vault),1989 (Taylor's Version),Taylor Swift,2023-10-26,240,100.2,406821432,20404,26073555,63.50158061116965,23505530,266969,80218,12641848,113073762
Si No Estï¿½,Si No Estï¿½ï¿½s - Si,iï¿½ï¿½igo quin,2022-09-22,241,100.1,665716137,97057,33252792,80.0,358206246,2896698,2900087,216927444,2653383273
Glimpse of Us,Glimpse of Us,Joji,2022-06-10,242,99.8,1262308912,234936,83890841,74.0,66246839,2067331,865354,1031153514,8988453878
Watermelon Sugar,Watermelon Sugar,Harry Styles,2019-11-17,243,99.7,2708151499,298135,159003869,82.0,872052223,11269126,1375118,301076974,2738127473
Corazï¿½ï¿½n de Pi,Corazï¿½ï¿½n de Piedra - Si,Xavi,2024-03-23,244,98.8,172164034,5517,48983734,82.0,117450205,1103003,0,0,0
Praise Jah In The Moonlight,Praise Jah In the Moonlight - Single,YG Marley,2023-12-27,245,98.5,298853393,50137,43508958,70.0,112961806,2336117,0,64504808,928812348
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,2023-05-18,246,98.4,717849037,98440,37797217,72.0,217687654,1929598,308670,85402638,808518802
Yandel 150,Yandel 150,Yandel,2022-12-20,247,98.1,837576264,102545,38825844,70.0,472335529,1511715,632917,43022167,631781362
THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,248,98.0,1062095453,165197,75503476,72.0,194928107,3281325,1174669,331324816,3501946982
Todo De Ti,Todo De Ti,Rauw Alejandro,2021-05-20,249,98.0,1339352060,188874,76063128,75.0,873449363,6108611,3247015,488004183,4445597088
Chemical,Chemical,Post Malone,2023-04-14,250,97.6,503574147,79679,43648353,75.0,90349145,902237,20078,8878995,134469226
See You Again (feat. Charlie Puth),See You Again (feat. Charlie Puth),Wiz Khalifa,2015-01-01,251,97.6,1891920348,159571,73641738,78.0,6335989683,43663933,2196129,424216963,3455170110
Drip Too Hard (Lil Baby & Gunna),Drip Too Hard,Lil Baby,2018-09-12,252,97.5,1486929795,266128,52476635,76.0,637733433,4719266,618523,58332458,523849646
Shooting Star,Kep1going On,Kep1er,2024-06-03,253,97.3,1534062,193,3187862,63.50158061116965,28023956,185464,0,0,0
Uptown Funk,Full Circle: The Live Anthology,Mark Ronson,2011-11-20,254,97.1,1993030264,256764,149909699,77.0,5644117304,24960395,274381,98429039,1268235679
Dog's Plan,Thoughts Feelings,David Jackson,2023-03-02,255,97.0,0,44,1243,3.0,1131058312,2367298,0,0,0
love nwantiti (ah ah ah),CKay The First,CKay,2019-08-30,256,96.9,853451422,172458,43607688,71.0,1132006963,25943716,12330900,1768913633,23933379729
Mi Gente,Mi Gente,J Balvin,2017-06-30,257,96.4,1478442472,189504,45240294,69.0,3859031931,22147063,163477,67021310,1018060369
Late Night Talking,Harry's House,Harry Styles,2022-05-20,258,96.4,959639297,108806,62563751,76.0,151113156,2809492,101923,64491271,580526441
Miss You,Miss You,Oliver Tree,2022-08-05,261,96.2,631378937,165883,38563849,51.0,32628348,615240,1905732,363515584,5776425361
girls like me don't cry,Girls Like Me Don't Cry,thï¿½ï,2022-10-06,260,96.2,69931412,13220,8876286,61.0,63786141,759332,9009769,496871104,6778569349
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,2020-10-20,259,96.2,2300838,543,19016,35.0,3060919074,6319360,1690,50237,4527607
Dakiti,Dakiti,Bad Bunny,2020-01-01,262,96.1,1977947460,245685,56430031,72.0,1861597184,10999677,21703,1119576,21573356
Starboy,Starboy,The Weeknd,2016-09-22,265,95.7,3291262413,366133,98022646,84.0,2829990867,14968547,262780,52707882,375498232
Sorry,Sorry,Justin Bieber,2015-10-23,264,95.7,2089476497,179545,89286647,78.0,4467507940,22464625,2463600,48687438,376376728
Calling My Phone,Calling My Phone,Lil Tjay,2021-02-12,263,95.7,777064903,213153,29437172,71.0,482028631,5431785,1378861,181697356,1411545704
Pink Venom,Pink Venom,BLACKPINK,2022-08-19,266,95.6,736469450,48251,22817940,68.0,868589823,16834955,1833169,587311863,5828265172
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,267,95.0,250430303,7079,134357870,84.0,16747466,251549,148000,52156902,411722900
death bed (coffee for your head),"Some Boring, Love Stories, Pt. 2",Powfu,2019-02-09,268,94.8,1656385770,283938,62191957,74.0,1135382823,15066754,7578918,610598789,5007036875
Too Many Nights (feat. Don Toliver & with Future),HEROES & VILLAINS,Metro Boomin,2022-12-02,269,94.5,682837690,155771,28629209,80.0,191823612,1853827,41044,23532424,185584934
MELTDOWN (feat. Drake),MELTDOWN (feat. Drake),Travis Scott,2023-07-27,270,94.3,347647880,106908,29964622,74.0,30685665,405870,19100,6796886,53065653
California Gurls,Girl Power 2023,Katy Perry,2023-09-19,271,94.2,0,0,0,63.50158061116965,4534591,47967,0,0,0
Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-05-06,272,94.1,1108031580,121256,44739826,77.0,765780154,4700638,222100,106783326,940630746
Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,273,94.0,2596644721,278237,128709855,82.0,2822804239,15242846,350848,80813727,631258708
7 rings,7 rings,Ariana Grande,2019-01-18,274,93.9,2262490403,179865,89518199,77.0,1903198886,22206277,3040090,282688098,2620954252
Moonlight,Moonlight,Kali Uchis,2023-02-24,275,93.1,701558859,110539,46729655,74.0,209195939,2284142,594413,173483893,1114531877
Savage Love (Laxed - Siren Beat),Savage Love (Laxed - Siren Beat),Jawsh 685,2020-06-11,276,93.1,1118038333,142905,27025973,67.0,481447573,3636839,10104238,420225179,4530095073
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Amor Prohibido (Remasterizado 2024/30th Anniversary),Selena,2024-03-22,277,93.0,58157068,30,171325,63.50158061116965,0,0,0,0,0
God's Plan,Diplomatic Immunity,Drake,2018-01-20,278,92.9,2529948475,313741,79266167,77.0,2040639375,19912225,640874,70576617,634177218
Sunroof,Sunroof,Nicky Youre,2021-11-26,279,92.3,879708559,44652,23104189,12.0,74610328,807333,11172130,1672193890,22086963233
La Vï¿½ï¿½c,La Vï¿½ï¿½c,Xavi,2023-08-19,280,92.0,521116293,24734,22828160,81.0,427625497,2560068,33444,11882123,107781205
MY EYES,UTOPIA,Travis Scott,2023-07-28,281,91.9,403132906,103255,13549357,78.0,42319491,564712,8436,16565594,139973656
WORK,GOLDEN HOUR : Part.1,ATEEZ,2024-05-31,282,91.7,10135326,678,14542753,31.0,29271837,586888,0,0,0
Despacito - Remix,Despacito Feat. Justin Bieber (Remix),Luis Fonsi,2017-04-17,284,91.5,1713294983,134700,39604784,65.0,2920155266,17308189,1323640,61011622,607999568
Ghost,Justice,Justin Bieber,2021-03-19,283,91.5,1586830204,151923,73574395,80.0,476319277,4622504,797409,122390348,1180485094
Dior,Meet The Woo,Pop Smoke,2019-07-26,285,91.4,1070422470,294539,47391658,72.0,909072115,7522969,1447194,119978916,1077344517
New Baby Shark,Pinkfong & Baby Shark's Space Adventure Songs,Pinkfong,2022-09-30,286,91.2,720822868,13,164,17.0,0,0,0,0,0
Breakeven,Breakeven (Official 4K Video),The Script,2024-04-25,287,91.1,858979483,1,14,63.50158061116965,0,0,0,0,0
Una Noche en Medellï¿½,Una Noche en Medellï¿½,Cris Mj,2022-01-21,288,90.7,839405565,107431,27444811,75.0,662287768,4695932,3874773,422978919,4817726878
SAD!,SAD!,XXXTENTACION,2018-03-02,289,90.5,2218531106,263801,60437070,75.0,1800863873,26301389,1295895,58018849,435340082
Primera Cita,La Primera Cita - Single,Carin Leon,2023-04-20,290,90.5,598006591,35842,34735524,80.0,415255950,1480134,916093,96228889,1108602382
Efecto,Un Verano Sin Ti,Bad Bunny,2022-05-06,292,90.1,1293773697,115332,51081689,77.0,501908214,2730759,2482560,549037519,6046489956
Dame Tu Cosita,Dame Tu Cosita,El Chombo,2018-04-23,291,90.1,0,273,54198,63.50158061116965,5004189392,20218394,0,0,0
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,2023-11-09,293,89.6,95536146,8900,9760374,63.50158061116965,143810663,1507763,1800000,44077311,711024077
Slow It Down,Slow It Down,Benson Boone,2024-03-22,294,89.4,202667139,11945,116623933,85.0,25188125,291189,0,349400,3500000
Yonaguni,Yonaguni,Bad Bunny,2021-06-04,295,88.6,1398634184,177082,44848091,71.0,1084871745,7894095,884793,298126879,2877719483
Heathens,Heathens,Twenty One Pilots,2016-06-16,296,88.6,1777196966,241108,65091468,78.0,2624180055,21763865,4715288,113594559,1024805500
Whoopty,Whoopty,CJ,2020-08-20,297,88.6,775664145,213464,28998615,61.0,810607861,8889460,2403279,506491179,4864435271
Super Shy,NewJeans 'Super Shy',NewJeans,2023-07-07,298,88.4,547471596,48103,22977059,77.0,202977396,2705714,1201620,210186679,1998080214
Happier,Happier - Single,Marshmello,2018-08-16,299,87.9,2143821605,220298,53040597,16.0,1512765689,18732541,1228334,96907387,809336882
HARLEY QUINN,HARLEY QUINN - Single,Fuerza Regida,2023-10-18,301,87.7,462284590,31617,36745154,84.0,110545167,325395,911100,169601790,1947539058
Baby Don't Hurt Me,Baby Don't Hurt Me - Single,David Guetta,2023-04-07,300,87.7,509231024,69486,142546135,79.0,40223001,328421,0,42,312
Butter,Butter,BTS,2021-05-21,302,87.5,1257974135,90160,40533320,70.0,1175755478,27744989,2098050,1059257365,8120632702
Cinderella,WE DON'T TRUST YOU,Future,2024-03-22,304,87.2,124945674,21581,41881780,63.50158061116965,11346227,139956,0,0,0
Calma - Remix,Calma (Remix),Pedro Capï¿,2018-10-05,303,87.2,1153753974,118846,37335160,67.0,2890512374,13572964,1847640,11391899,124640416
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")","CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,2016-05-06,305,87.1,1733302434,191065,88781556,72.0,2322229374,9042088,2563738,26503434,153590873
Say So,Hot Pink,Doja Cat,2019-11-07,306,87.0,1199270601,161574,48493190,69.0,879051516,10069968,8992493,687678447,5494376938
Ransom,Ransom,Lil Tecca,2019-05-22,307,86.8,1355971796,198992,52412236,77.0,749040183,8156272,501905,79556873,532109309
Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,308,86.8,1136504636,152157,60605828,81.0,154143867,2307573,515601,215294962,1306972284
Pink Skies,Pink Skies,Zach Bryan,2024-05-24,309,86.7,60240739,4611,98570633,84.0,3322959,65840,0,107100,843600
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,310,86.6,1528107667,170648,55710071,73.0,3187869227,16180445,2416274,61034077,595697842
Danza Kuduro - Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,2023-11-15,355,86.6,1627429837,12,163,63.50158061116965,0,0,0,0,0
Cool,JnD Mix,Unknown,2024-05-25,311,86.5,0,0,0,63.50158061116965,0,0,0,0,0
Rich Men North of Richmond,Rich Men North of Richmond - Single,Oliver Anthony Music,2023-08-11,312,86.5,214598468,66613,6363839,74.0,145094088,2568642,8397,1367633,35469076
BESO,RR,ROSALï¿½,2023-03-24,313,86.3,647201484,81393,46208549,74.0,186060248,1524559,946380,131649631,1792090770
MTG QUEM Nï¿½ï¿½O QUER SO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,DJ TOPO,2024-05-10,315,86.1,51198446,3022,40425173,80.0,14990394,244589,245300,0,0
Que Vuelvas,Que Vuelvas - Single,Carin Leon,2022-12-09,314,86.1,684853927,42893,25716699,73.0,547937715,1638787,1100030,91969060,1162186778
Pretty Green Eyes (Sunset Ibiza Mix),Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,2024-06-14,316,85.9,0,5,3277306,63.50158061116965,0,0,0,0,0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,318,85.8,665519026,152193,67322941,68.0,187947945,2379515,1016531,606205784,5516142056
Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,317,85.8,785016247,210669,32702397,70.0,654629596,5578060,1826673,141952709,976662212
Fuck Love (feat. Trippie Redd),17,XXXTENTACION,2017-08-25,319,85.6,1615274494,203617,35375009,79.0,515463883,6471385,59900,19736442,100843174
